open_time,open,high,low,close
2026-02-04 18:45:00,4938.97,4939.04,4929.51,4934.73
2026-02-04 18:55:00,4934.73,4951.4,4934.73,4935.53
2026-02-04 19:05:00,4935.52,4964.4,4934.94,4964.4
2026-02-04 19:15:00,4964.4,4968.05,4938.35,4949.16
2026-02-04 19:25:00,4949.11,4957.2,4947.8,4949.93
2026-02-04 19:35:00,4949.93,4963.29,4949.92,4961.1
2026-02-04 19:45:00,4961.14,4974.93,4953.07,4956.87
2026-02-04 19:55:00,4956.71,4965.76,4951.41,4961.4
2026-02-04 20:05:00,4960.97,4961.8,4943.16,4953
2026-02-04 20:15:00,4953.15,4956.83,4939.12,4946.15
2026-02-04 20:25:00,4945.57,4948.2,4932.9,4946.05
2026-02-04 20:35:00,4946.04,4967.93,4945.45,4961.7
2026-02-04 20:45:00,4961.4,4966.61,4958.26,4961.25
2026-02-04 20:55:00,4961.26,4968.59,4955.35,4961.33
2026-02-04 21:05:00,4961.34,4971.5,4961.34,4971.5
2026-02-04 21:15:00,4971.53,4977.35,4966.75,4972.5
2026-02-04 21:25:00,4972.64,4978.45,4972.2,4975.15
2026-02-04 21:35:00,4975.2,4987.99,4975.2,4981.3
2026-02-04 21:45:00,4981.15,4986.15,4977.05,4983.45
2026-02-04 21:55:00,4983.4,4986.29,4973.74,4974.59
2026-02-04 22:05:00,4974.58,4983.56,4972.7,4980.78
2026-02-04 22:15:00,4980.78,4994.1,4980.78,4994.08
2026-02-04 22:25:00,4994.07,4999.94,4993,4999.94
2026-02-04 22:35:00,4999.94,5000,4992.28,4993.72
2026-02-04 22:45:00,4993.72,4994.85,4986.75,4987.36
2026-02-04 22:55:00,4987.37,5013.24,4979.48,5012
2026-02-04 23:05:00,5012,5029.74,5004.61,5029.74
2026-02-04 23:15:00,5029.75,5039.54,5020.81,5034.72
2026-02-04 23:25:00,5034.94,5045.25,5029.53,5041.05
2026-02-04 23:35:00,5040.9,5046.03,5034.61,5042.64
2026-02-04 23:45:00,5042.8,5045.85,5033.54,5035.65
2026-02-04 23:55:00,5035.65,5039.54,5026,5036.88
2026-02-05 00:05:00,5036.89,5039.36,5017.01,5017.45
2026-02-05 00:15:00,5017.02,5038.79,5016.74,5031
2026-02-05 00:25:00,5031.34,5037.95,5030.1,5030.26
2026-02-05 00:35:00,5030.26,5041.06,5029.49,5041.06
2026-02-05 00:45:00,5041.06,5044.04,5031.46,5034.85
2026-02-05 00:55:00,5034.85,5035.47,5009.28,5022.56
2026-02-05 01:05:00,5022.19,5024.86,4985.87,4986.94
2026-02-05 01:15:00,4987.16,4991.58,4959.38,4966.1
2026-02-05 01:25:00,4966.09,4988.56,4954.32,4988.56
2026-02-05 01:35:00,4988.66,5000.73,4981.94,4995.96
2026-02-05 01:45:00,4995.63,5001.98,4984.82,4996.59
2026-02-05 01:55:00,4996.4,4997.73,4966.84,4967.91
2026-02-05 02:05:00,4967.91,4968.12,4923.77,4931.09
2026-02-05 02:15:00,4931.69,4948.92,4914.36,4948.41
2026-02-05 02:25:00,4948.55,4957.62,4930.47,4938.66
2026-02-05 02:35:00,4938.9,4948.99,4913.36,4913.68
2026-02-05 02:45:00,4914.27,4916.87,4826.16,4861.63
2026-02-05 02:55:00,4861.78,4868.74,4810.14,4854.84
